,price,rating_value,review_count,cover_type,paper_type,rating_ratio,book_name,will_read_count,now_reading_count,already_read_count,favourite_count,purchase_info,page_num
810,58.61,,,Karton Kapak,Kitap Kağıdı,0.0,Konuşarak Para Kazanmak İster Misin? Diksiyon Eğitimi,0.0,0.0,0.0,5.0,56.0,136
811,58.5,,,Karton Kapak,Kitap Kağıdı,0.0,Özünü Fark Et,0.0,0.0,0.0,3.0,2.0,208
812,110.0,,,Karton Kapak,Kitap Kağıdı,0.0,Hayatı Yeniden Başlat,0.0,0.0,0.0,1.0,2.0,304
813,157.3,,,Karton Kapak,Kitap Kağıdı,0.0,Gençlere Mektuplar,1.0,1.0,1.0,17.0,53.0,368
814,31.2,,,Karton Kapak,Kitap Kağıdı,0.0,İçimdeki Ben,0.0,0.0,0.0,3.0,5.0,108
815,117.0,,,Karton Kapak,Kitap Kağıdı,0.0,Sağlık Sektöründe Sözsüz İletişim (Beden Dili),0.0,0.0,0.0,4.0,2.0,300
816,115.0,5.0,5.0,Karton Kapak,Kitap Kağıdı,100.0,Bütün Pokemonlar Tabura / Güdümlü İnsan 1,3.0,1.0,4.0,21.0,122.0,236
817,66.3,,,Karton Kapak,Kitap Kağıdı,0.0,Stres Labirentinden Çıkış  Sakinliği ve Dengeyi Yeniden Kazanma Stratejileri,0.0,0.0,0.0,8.0,2.0,129
818,101.25,,,Karton Kapak,Kitap Kağıdı,0.0,Kendinden Her Kaçış Yine Kendine Varışsa,0.0,0.0,0.0,2.0,2.0,190
819,282.1,,,Karton Kapak,Kitap Kağıdı,0.0,Görsel Metodoloji,0.0,0.0,0.0,11.0,2.0,504
820,67.9,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Dert Etme Sabret,0.0,0.0,0.0,23.0,52.0,263
821,131.95,,,Karton Kapak,Kitap Kağıdı,0.0,Şeytan Benim Kankimdir,0.0,0.0,0.0,11.0,29.0,450
822,245.14,5.0,5.0,Ciltli,Kitap Kağıdı,100.0,Ezber Bozan Hayat (Ciltli),50.0,2.0,25.0,496.0,123.0,288
823,141.0,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Dini Gelişim Psikolojisi ,3.0,0.0,4.0,37.0,156.0,304
824,58.5,,,Karton Kapak,Kitap Kağıdı,0.0,Kanatlarını Açma Zamanı,2.0,0.0,1.0,10.0,155.0,117
825,66.0,4.0,6.0,Karton Kapak,Kitap Kağıdı,86.0,Kendini İyileştirmenin 2500 Yıllık Tarihi: Yang Sheng,32.0,5.0,8.0,326.0,380.0,200
826,69.3,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,3K Tekniği İle Diksiyon,14.0,2.0,8.0,232.0,369.0,288
827,73.0,,,Karton Kapak,Kitap Kağıdı,0.0,Nihan ile Yüz Yogasını Keşfet,3.0,0.0,8.0,36.0,89.0,96
828,51.0,4.0,71.0,Karton Kapak,Kitap Kağıdı,89.4,Belki Keşke Neyse ,89.0,18.0,133.0,711.0,4154.0,326
829,56.38,4.0,2.0,Karton Kapak,Kitap Kağıdı,72.0,"Aşk, Şimdi!",11.0,2.0,8.0,71.0,317.0,192
830,73.66,,,Karton Kapak,Kitap Kağıdı,0.0,Labirent,1.0,0.0,0.0,19.0,76.0,224
831,33.75,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Aşkı Bulmanın Yolu / The School of Life / Hayat Okulu,3.0,0.0,1.0,74.0,62.0,96
832,62.24,,,Karton Kapak,Kitap Kağıdı,0.0,Yüreğinle Düşün: Bir Yöneticiden İnsana ve İş Hayatına Dair Tespitler,1.0,0.0,0.0,15.0,212.0,232
833,53.54,4.0,30.0,Karton Kapak,Kitap Kağıdı,88.6,Mevlana’dan Ruhsal Terapiler,18.0,4.0,30.0,455.0,693.0,256
834,47.45,4.0,6.0,Karton Kapak,Kitap Kağıdı,80.0,Beden Dili ABC'si,10.0,0.0,11.0,235.0,319.0,160
835,79.2,3.0,20.0,Karton Kapak,Kitap Kağıdı,57.9,Aşk Kartları (44 Kart-Kutulu),22.0,3.0,28.0,201.0,1522.0,44
836,81.1,5.0,9.0,Karton Kapak,Kitap Kağıdı,100.0,Es Semi   Susma Konuş O Seni Duyar,4.0,1.0,5.0,83.0,322.0,288
837,46.8,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Fikirler Kitabı,3.0,1.0,0.0,62.0,52.0,160
838,94.38,,,Karton Kapak,Kitap Kağıdı,0.0,"Olağanüstü Yaşamlar için Olağandışı Kurallar: Mutluluğu, Farkındalığı ve Etkinliği Geliştirmek için On Kural ",1.0,0.0,2.0,122.0,95.0,360
839,144.0,5.0,4.0,Karton Kapak,Kitap Kağıdı,100.0,Topraklanma  Doğadan Gelen Şifa,7.0,1.0,3.0,120.0,160.0,408
840,132.0,,,Karton Kapak,Kitap Kağıdı,0.0,Melekler Mekanı,2.0,0.0,1.0,9.0,129.0,276
841,211.2,5.0,18.0,Karton Kapak,Kitap Kağıdı,96.1,Yüce Hedefler Kitabı,27.0,10.0,32.0,607.0,689.0,540
842,105.11,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Pişmanlığın Gücü,2.0,0.0,1.0,60.0,40.0,226
843,70.5,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Tevazu,5.0,0.0,4.0,115.0,112.0,208
844,53.4,4.0,9.0,Karton Kapak,Kitap Kağıdı,79.1,Anlayarak Hızlı Okuma Teknikleri ve Okuma Psikolojisi ,26.0,4.0,19.0,184.0,441.0,232
845,36.3,4.0,5.0,Karton Kapak,Kitap Kağıdı,84.0,Etkili Test Çözme Teknikleri,2.0,0.0,3.0,19.0,386.0,120
846,147.0,3.0,4.0,Karton Kapak,Kuşe Kağıt,64.3,Yeniden Başla,17.0,2.0,10.0,215.0,314.0,256
847,48.0,5.0,7.0,Karton Kapak,Kitap Kağıdı,96.9,Gülistan,15.0,4.0,16.0,151.0,305.0,232
848,45.6,5.0,9.0,Karton Kapak,Kitap Kağıdı,90.0,5 Centten Milyon Dolara,20.0,1.0,6.0,138.0,330.0,138
849,226.48,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Minimalizm Serisi (3 Kitap Takım),1.0,0.0,1.0,71.0,46.0,
850,54.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Jordanizm  Mıchale Jordan Başarı Koçunuz Olsaydı?,4.0,0.0,7.0,110.0,61.0,162
851,47.6,,,Karton Kapak,Kitap Kağıdı,0.0,Evlilik Sanatı  Karı Koca İlişkileri ve Cinsel Hayat,4.0,0.0,1.0,71.0,68.0,176
852,138.95,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Aktif Umut  İçinde Bulunduğumuz Karmaşaya Çıldırmadan Nasıl Göğüs Gerebiliriz?,8.0,1.0,1.0,93.0,181.0,260
853,50.0,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Kişisel “Dönüşüm” Muhteşem Olacak,2.0,0.0,0.0,17.0,85.0,90
854,27.5,4.0,1.0,Karton Kapak,Kitap Kağıdı,86.7,Three Contributions to the Theory of Sex,9.0,0.0,0.0,176.0,209.0,110
855,46.8,,,Karton Kapak,Kitap Kağıdı,0.0,“Basit Tut” Kitabı,0.0,0.0,0.0,28.0,30.0,168
856,54.0,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Altair  Kendini Keşfetmeye Hazır Mısın?,3.0,3.0,2.0,17.0,86.0,136
857,161.85,4.0,2.0,Karton Kapak,Kitap Kağıdı,80.0,Katalizör: Hayatta ve İşte Kazanmak İçin Temel Stratejiler,4.0,0.0,2.0,74.0,64.0,192
858,64.35,5.0,4.0,Karton Kapak,Kitap Kağıdı,93.3,Hikaye Anlatıcılığı: Farklı Düşün Farklı Anlat,3.0,0.0,5.0,50.0,282.0,232
859,48.0,,,Karton Kapak,Kitap Kağıdı,0.0,Gerçek Benliğini Keşfet,1.0,0.0,2.0,18.0,40.0,184
860,159.1,4.0,,Karton Kapak,Kitap Kağıdı,86.7,Karakter ve Değerler Eğitimi,4.0,0.0,3.0,58.0,118.0,366
861,48.21,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Aşk Bazen…,6.0,1.0,6.0,29.0,92.0,144
862,46.75,,,Karton Kapak,Kitap Kağıdı,0.0,Yaralı Gibisin,0.0,0.0,0.0,22.0,31.0,160
863,52.0,4.0,3.0,Karton Kapak,Kitap Kağıdı,80.0,Tarihi Sen Yaz!,6.0,0.0,2.0,46.0,124.0,168
864,47.6,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Şifa Yolculuğu Zihin – Ruh – Beden Denge ve Şifası,0.0,0.0,1.0,19.0,48.0,176
865,164.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Planlı Yaratanlar,1.0,1.0,1.0,11.0,36.0,354
866,79.2,5.0,4.0,Karton Kapak,Kitap Kağıdı,100.0,İyi Düşünmek,9.0,0.0,7.0,85.0,106.0,344
867,123.5,5.0,1.0,Karton Kapak,Kitap Kağıdı,93.3,Tek Kanatla Kuş Uçmaz / Hayallerindeki Sen İçin İhtiyacın Olan Her Şey!,1.0,0.0,0.0,36.0,91.0,406
868,92.88,4.0,,Karton Kapak,Kitap Kağıdı,80.0,İnovatör Beyin Uygulama Kitabı,5.0,0.0,4.0,48.0,218.0,189
869,60.84,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Her Derde Deva Denklemler  Beklenmeyen Durumlardan Kurtulmak İçin Basit Formüller,2.0,0.0,0.0,30.0,27.0,192
870,80.63,5.0,3.0,Karton Kapak,Kitap Kağıdı,100.0,Çağdaş Düşünme Üzerine Dersler,4.0,0.0,0.0,53.0,136.0,359
871,110.11,,,Karton Kapak,Kitap Kağıdı,0.0,Kadının Uyanışı,2.0,0.0,0.0,41.0,25.0,392
872,35.6,,,Karton Kapak,1. Hm. Kağıt,0.0,Ahlakın Temeli,0.0,0.0,1.0,18.0,27.0,46
873,47.5,,,Karton Kapak,Kitap Kağıdı,0.0,Totem and Taboo  Resemblances Between the Psychic Lives of Savages and Neurotics,7.0,0.0,0.0,182.0,193.0,190
874,108.29,,,Karton Kapak,Kitap Kağıdı,0.0,Nasıl Mutlu Olursunuz?  Mutlu ve Önemli Ölçüde Daha Gamsız Olmanın Yolları,2.0,0.0,0.0,56.0,39.0,291
875,101.5,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Hayatta Kalmak Survive  Büyük Hayat Değişimlerine Uyum,1.0,0.0,3.0,41.0,38.0,544
876,68.06,,,Karton Kapak,Kitap Kağıdı,0.0,Farklıysan Fark Edilirsin,0.0,0.0,0.0,16.0,23.0,168
877,77.66,,,Karton Kapak,Kitap Kağıdı,0.0,"Rüyaların Şifalı Bilgeliği  Semboller, İşaretler, Arketipler",1.0,0.0,0.0,31.0,24.0,240
878,76.0,5.0,4.0,Karton Kapak,Kitap Kağıdı,100.0,Kendimizi Yönetmek,1.0,3.0,1.0,22.0,75.0,192
879,155.42,5.0,3.0,Karton Kapak,Kitap Kağıdı,90.0,Hatalar Kitabı  Başarılı Bir Gelecek Yaratmanın 9 Sırrı,8.0,0.0,2.0,209.0,195.0,192
880,60.0,,,Karton Kapak,Kitap Kağıdı,0.0,Evrenin Alfabesi,0.0,0.0,1.0,20.0,35.0,90
881,55.25,5.0,,Karton Kapak,Kitap Kağıdı,,İnsan Olmanın Bilimi,4.0,0.0,1.0,53.0,44.0,208
882,66.33,4.0,6.0,Karton Kapak,Kitap Kağıdı,87.5,Küçük Siyah Yas Kitabı,6.0,1.0,18.0,118.0,314.0,208
883,55.39,4.0,2.0,Karton Kapak,Kitap Kağıdı,86.7,İknanın Gücü,6.0,2.0,4.0,99.0,117.0,200
884,27.5,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Kendini Hatırlayan İnsan  1 Koç 3 Bilge Ve Sen,3.0,0.0,0.0,22.0,101.0,160
885,108.9,4.0,2.0,Karton Kapak,Kitap Kağıdı,88.0,Stres Kaygı Panik Atak  Beş Faktör Kullanımı ile Üstesinden Nasıl Gelirsiniz?,4.0,0.0,6.0,162.0,209.0,405
886,67.6,,,Karton Kapak,Kitap Kağıdı,0.0,Piyano Çalmak Güzelliklerde Yaşamaktır Ayşegül Sarıca,2.0,0.0,0.0,11.0,21.0,370
887,23.1,5.0,,Ciltli,1. Hm. Kağıt,100.0,Farkındalık Şimdi!,2.0,0.0,1.0,19.0,58.0,80
888,82.55,,,Karton Kapak,Kitap Kağıdı,0.0,Enneagram ile Sen Sen Ol ve İnsanları Tanı,0.0,0.0,0.0,35.0,16.0,160
889,17.2,5.0,1.0,Karton Kapak,Kitap Kağıdı,90.0,Biz Gençlere Dair 1 / Allah (cc) - Peygamberimiz (sas) - Kur’an-ı Kerim - Sünnet,1.0,0.0,0.0,20.0,26.0,157
890,36.3,4.0,21.0,Karton Kapak,Kitap Kağıdı,74.1,Ölümcül Düşman  Öfke,18.0,0.0,23.0,414.0,759.0,62
891,60.78,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Kaygına Aldanma,19.0,0.0,4.0,229.0,218.0,240
892,108.0,,,Karton Kapak,Kitap Kağıdı,0.0,Temel Çakra Yoga (Renkli Resimli),0.0,1.0,0.0,29.0,17.0,148
893,128.15,4.0,4.0,Karton Kapak,Kitap Kağıdı,73.3,Ruhsal Rönesans,8.0,2.0,5.0,164.0,293.0,488
894,83.6,,,Karton Kapak,Kitap Kağıdı,0.0,Kendine İnanmak  Kişisel Gelişim İçin Pratik Rehber,8.0,1.0,0.0,183.0,138.0,160
895,99.0,,,Karton Kapak,Kitap Kağıdı,0.0,100 Mutlu Gün,2.0,0.0,1.0,10.0,19.0,320
896,33.6,4.0,15.0,Karton Kapak,Kitap Kağıdı,81.4,Karikatürlerle Hafıza Geliştirme,13.0,0.0,26.0,210.0,333.0,128
897,27.5,3.0,,Karton Kapak,Kitap Kağıdı,62.5,Huruf-u Mukattaa,4.0,0.0,2.0,25.0,59.0,104
898,44.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,İyimserlik  Optimizm,2.0,0.0,0.0,27.0,33.0,52
899,57.75,4.0,4.0,Karton Kapak,Kitap Kağıdı,83.3,İletişimin Kadarsın,4.0,2.0,10.0,96.0,180.0,258
900,160.56,,,Karton Kapak,Kitap Kağıdı,0.0,Alkolü Şimdi Bırakın,3.0,0.0,0.0,13.0,32.0,232
901,48.75,,,Karton Kapak,Kitap Kağıdı,0.0,Akıllı Pazarlama Kitabı,1.0,0.0,0.0,25.0,19.0,184
902,92.81,5.0,2.0,Karton Kapak,Kitap Kağıdı,97.1,Olumsuz Bir Dünyada Olumlu Çocuklar Yetiştirmek ,5.0,1.0,7.0,109.0,180.0,272
903,22.5,4.0,7.0,Karton Kapak,Kitap Kağıdı,78.8,Sen ve Ben,6.0,0.0,20.0,130.0,279.0,238
904,115.2,,,Karton Kapak,1. Hm. Kağıt,0.0,"Bedene Yolculuk: Bedenin Fizyolojisi, Psikolojisi, Psikopatolojisi Ve Psikoterapisi",1.0,0.0,0.0,14.0,16.0,324
905,89.84,4.0,9.0,Karton Kapak,Kitap Kağıdı,74.8,Türkçeyi Güzel Konuşma ve Okuma Kılavuzu,8.0,1.0,8.0,183.0,412.0,255
906,57.85,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Kendini İyi Hisset,3.0,0.0,5.0,81.0,121.0,296
907,92.88,3.0,2.0,Karton Kapak,Kitap Kağıdı,60.0,Zihinsel Anlayarak Hızlı Okuma Teknikleri,7.0,0.0,6.0,77.0,405.0,278
908,42.0,,,Karton Kapak,Kitap Kağıdı,0.0,Kendime Rağmen Kendim İçin,1.0,0.0,0.0,10.0,19.0,136
909,58.5,4.0,5.0,Karton Kapak,Kitap Kağıdı,78.6,24 Kariyer Tuzağı,3.0,0.0,13.0,76.0,135.0,168
910,48.13,4.0,2.0,Karton Kapak,Kitap Kağıdı,84.0,Sabrın Keşfi  Yetenek Karşısında Sebatın Zaferi,1.0,0.0,2.0,53.0,92.0,144
911,61.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Yalnızlık Psikolojisi ,6.0,2.0,2.0,33.0,62.0,100
912,43.2,5.0,3.0,Karton Kapak,Kitap Kağıdı,100.0,Benim İnandığım,3.0,0.0,4.0,53.0,42.0,120
913,97.5,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Down Sendromlu Çocuk ve Gençlerde Olumlu Davranışları Pekiştirmek  Cevap Ver Ama Karşılık Verme Yöntemi,2.0,0.0,0.0,13.0,61.0,256
914,66.8,4.0,2.0,Karton Kapak,Kitap Kağıdı,84.4,Uyku ve Uykusuzluk Sorunları,11.0,2.0,9.0,312.0,234.0,240
915,101.75,5.0,8.0,Ciltli,Kitap Kağıdı,91.4,Kaplan-Kaplan Bu Doğru mu?,5.0,1.0,11.0,86.0,272.0,32
916,11.2,3.0,15.0,Karton Kapak,Kitap Kağıdı,60.0,Başkası Olma Kendin Ol (Sarı Kapak),10.0,1.0,31.0,96.0,287.0,212
917,109.85,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,İlerleme ve Sorunları Bir Bilimsel Gelişme Kuramına Doğru,6.0,1.0,2.0,74.0,70.0,239
918,60.0,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Yaşanmış Hikayelerle Network Marketing Yolculuğu,7.0,0.0,0.0,87.0,148.0,148
919,66.3,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Başarızılığa Övgü,2.0,0.0,3.0,50.0,59.0,230
920,59.4,5.0,6.0,Karton Kapak,Kitap Kağıdı,100.0,Umudunu Kaybetme,5.0,2.0,14.0,98.0,164.0,235
921,107.25,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Psikodrama,6.0,1.0,2.0,60.0,107.0,
922,77.6,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Sıkıntıdan Parladım  Can Sıkıntısı Üretkenliğimizi ve Yaratıcılığımızı Nasıl Parlatır?,4.0,1.0,4.0,76.0,63.0,216
923,57.6,,,Karton Kapak,Kitap Kağıdı,0.0,Hayatın Ritmi,0.0,0.0,0.0,7.0,37.0,96
924,83.38,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Sağlam Temelli Olmak,1.0,1.0,1.0,21.0,15.0,288
925,46.75,5.0,1.0,Karton Kapak,Kuşe Kağıt,100.0,National Geographic Kids -Midilliler,5.0,0.0,6.0,82.0,251.0,32
926,79.2,4.0,3.0,Karton Kapak,Kitap Kağıdı,86.7,Şiddetin Ötesi,5.0,0.0,1.0,79.0,102.0,208
927,55.0,4.0,,Karton Kapak,Kitap Kağıdı,86.7,Etkinliklerle Kişilik ve Özgüven Oluşturma,4.0,2.0,4.0,61.0,136.0,140
928,74.1,5.0,4.0,Karton Kapak,Kitap Kağıdı,100.0,Zihin Sizsiniz,5.0,0.0,5.0,76.0,85.0,280
929,156.6,,,Karton Kapak,Kitap Kağıdı,0.0,Kişisel Gelişim ‘Sen’ Seti (5 Kitap),3.0,1.0,3.0,57.0,54.0,928
930,51.0,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Yaşam Haritası ,0.0,1.0,2.0,5.0,38.0,80
931,142.35,,,Karton Kapak,Kitap Kağıdı,0.0,Ho‘Oponopono: Hawaii Affetme Ritüeli,3.0,1.0,0.0,40.0,71.0,112
932,30.8,,,Karton Kapak,Kitap Kağıdı,0.0,Kendi Kendine Yaşam Koçluğu,0.0,0.0,1.0,23.0,42.0,77
933,50.82,,,Karton Kapak,Kitap Kağıdı,0.0,Kendin İçin Bi’Şey Yap,4.0,0.0,0.0,20.0,13.0,264
934,251.94,,,Karton Kapak,Kitap Kağıdı,0.0,Yüz Yüze Kartları (2 Destelik Soru ve Cümle Tamamlama Sohbet Kartları),1.0,0.0,0.0,21.0,13.0,50
935,88.0,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Uykuya Övgü: Uykusu Kaçanlar İçin Kullanım Kılavuzu,5.0,0.0,0.0,48.0,49.0,216
936,59.5,4.0,1.0,Karton Kapak,Kitap Kağıdı,84.4,Ah Bu Hastalar,6.0,1.0,2.0,130.0,282.0,256
937,31.43,,,Karton Kapak,Kitap Kağıdı,0.0,Hayatın Anlamı Kitabı,2.0,0.0,1.0,31.0,16.0,176
938,50.0,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Hitabetin Altın Kuralları,10.0,2.0,14.0,49.0,105.0,200
939,58.46,4.0,8.0,Karton Kapak,Kitap Kağıdı,82.3,Mutluluk İçin Duygu Eğitimi,8.0,1.0,24.0,186.0,507.0,200
940,47.0,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,"Hadi Bakalım, Gençler! ",1.0,0.0,1.0,1.0,28.0,70
941,125.0,4.0,5.0,Karton Kapak,Kitap Kağıdı,86.7,Enneagram ile İlişki Analizi,1.0,0.0,2.0,42.0,65.0,262
942,35.88,5.0,12.0,Karton Kapak,Kitap Kağıdı,,Kuş Bakışı Zeka,15.0,2.0,27.0,111.0,254.0,152
943,38.61,,,Karton Kapak,Kitap Kağıdı,0.0,Yaşam Rehberi  Kendinizi Daha İyi Tanıyın,1.0,0.0,0.0,12.0,12.0,176
944,123.5,4.0,1.0,Karton Kapak,Kitap Kağıdı,73.3,100 Yıllık Yaşam,12.0,0.0,2.0,73.0,94.0,308
945,78.65,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Yolda Bulduklarım  Beşerî Tecrübenin İnsanın Gelişimine Olan Katkısı,0.0,0.0,0.0,15.0,11.0,176
946,53.77,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,The Eternal Life Awaits You!,1.0,0.0,0.0,49.0,37.0,144
947,59.4,,,Karton Kapak,Kitap Kağıdı,0.0,Pozitif Çocuk,1.0,1.0,2.0,34.0,52.0,248
948,213.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,"Söyle, Tekrar Et, İnan ",3.0,0.0,1.0,17.0,19.0,498
949,35.1,,,Karton Kapak,Kitap Kağıdı,0.0,Tekamül Nedir ve Nasıl Tekamül Edilir?,0.0,0.0,1.0,17.0,15.0,224
950,15.6,3.0,2.0,Karton Kapak,Kitap Kağıdı,60.0,Kendini Gerçekleştir  İlham Veren 16 Gerçek Başarı Hikayesi,2.0,0.0,2.0,52.0,79.0,144
951,80.0,,,Karton Kapak,Kitap Kağıdı,0.0,İçimizdeki Işığın Kozmik Yansımaları,3.0,0.0,0.0,12.0,98.0,150
952,90.0,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Mükemmellik Ayrıntılarda Gizlidir  Hayatının Başrolünde Olmaya Hazır mısın?,0.0,0.0,0.0,11.0,14.0,256
953,50.05,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Temas  Diyalog İle Davranış Değişikliği,1.0,0.0,2.0,28.0,59.0,184
954,77.4,4.0,17.0,Karton Kapak,Kitap Kağıdı,82.6,Süper Hafıza Teknikleri  Yak Beyninin Işığını!,28.0,7.0,23.0,167.0,290.0,312
955,89.4,,,Karton Kapak,Kitap Kağıdı,,Gençler İçin Stresle Baş Etme Rehberi,1.0,0.0,1.0,47.0,49.0,
956,67.9,4.0,2.0,Karton Kapak,Kitap Kağıdı,84.0,Ruhsal Terapi,5.0,3.0,8.0,72.0,108.0,344
957,44.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Başarının Perde Arkası,1.0,0.0,2.0,45.0,67.0,170
958,32.5,4.0,6.0,Karton Kapak,Kitap Kağıdı,80.0,Bir Günde Nasıl Lider Olunur?,5.0,1.0,14.0,72.0,208.0,120
959,83.0,,,Karton Kapak,Kitap Kağıdı,0.0,Biraz Empati,0.0,0.0,1.0,4.0,55.0,160
960,117.0,,,Karton Kapak,Kitap Kağıdı,0.0,Bedeni Çalıştırma Sanatı,2.0,0.0,0.0,12.0,9.0,608
961,44.0,,,Karton Kapak,Kitap Kağıdı,0.0,Zenginler Nasıl Zengin Oldular ,0.0,0.0,0.0,13.0,17.0,58
962,55.3,3.0,1.0,Karton Kapak,Kitap Kağıdı,60.0,3K Tekniği İle Öfke Ve Stres Yönetimi,3.0,0.0,1.0,81.0,62.0,200
963,60.45,,,Karton Kapak,1. Hm. Kağıt,0.0,Kendine Güven!,0.0,0.0,0.0,14.0,43.0,32
964,73.92,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Sevgili Öğrencim,1.0,0.0,0.0,3.0,50.0,276
965,66.0,3.0,,Karton Kapak,Kitap Kağıdı,60.0,Dönüş Noktası,3.0,0.0,0.0,47.0,89.0,166
966,58.44,5.0,2.0,Karton Kapak,Kitap Kağıdı,96.7,Fırtına Çıktığında Uyuyabilmek,8.0,1.0,4.0,76.0,123.0,271
967,52.8,,,Karton Kapak,Kitap Kağıdı,0.0,Başarı Yolunda İletişim Becerileri,1.0,0.0,0.0,16.0,13.0,224
968,160.31,,,Karton Kapak,Kitap Kağıdı,0.0,Bebeğinizi Beklemeden Önce Sizi Neler Bekler ,0.0,0.0,0.0,4.0,9.0,352
969,134.55,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Kuantum Seti (4 Kitap),0.0,1.0,2.0,22.0,21.0,656
970,56.25,,,Karton Kapak,Kitap Kağıdı,0.0,Feng Shui - Bahçeniz İçin,0.0,0.0,1.0,6.0,12.0,145
971,195.0,,,Karton Kapak,Kitap Kağıdı,0.0,Kudret-i Nefes,1.0,0.0,0.0,25.0,39.0,352
972,50.4,,,Karton Kapak,Kitap Kağıdı,0.0,Olumlu Düşünce El Kitabı,1.0,0.0,0.0,27.0,41.0,132
973,70.0,,,Karton Kapak,Kitap Kağıdı,0.0,İçsel Özgürlüğe Giden Yol  Kişisel Gelişim İçin Pratik Rehber,5.0,0.0,2.0,71.0,69.0,120
974,50.05,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Duygusal Detoks  Ruhunu Hafifletmek Senin Elinde,0.0,0.0,3.0,29.0,79.0,192
975,49.5,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Olmazsa Olmaz,4.0,0.0,1.0,21.0,115.0,184
976,29.7,4.0,3.0,Karton Kapak,Kitap Kağıdı,73.3,"Yemin Ederim Bunu Ben de Düşünmüştüm  Girişim, Gelişim, Hayat Üzerine",2.0,0.0,1.0,39.0,62.0,288
977,78.0,,,Karton Kapak,Kitap Kağıdı,0.0,Ayurveda,0.0,0.0,0.0,16.0,9.0,96
978,46.8,,,Karton Kapak,Kitap Kağıdı,0.0,Rüya Psikolojisi,1.0,0.0,0.0,12.0,8.0,224
979,76.14,4.0,2.0,Karton Kapak,Kitap Kağıdı,77.1,Satış İknası,3.0,0.0,4.0,65.0,92.0,180
980,35.4,,,Karton Kapak,Kitap Kağıdı,0.0,Her Söz Bir Tohum,0.0,0.0,0.0,5.0,9.0,96
981,161.85,4.0,9.0,Karton Kapak,Kitap Kağıdı,81.3,Hayatın Tadını Kaçırmama Sanatı,9.0,1.0,11.0,107.0,229.0,280
982,86.0,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Veda Eden İsim - Saatte 60 Dakika,0.0,0.0,0.0,3.0,85.0,164
983,142.35,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,"Keşişin Yolu: Huzurun, Gayenin ve Daimî Mutluluğun Dört Adımı",0.0,0.0,0.0,50.0,25.0,232
984,194.35,5.0,5.0,Karton Kapak,Kitap Kağıdı,96.7,Sizi Uyutabilirim (Hipnoz Cd'siyle Birlikte),5.0,0.0,1.0,93.0,164.0,192
985,117.0,5.0,4.0,Karton Kapak,Kitap Kağıdı,92.0,Pink Floyd ve Monarşinin Globalleşmesi,5.0,1.0,4.0,49.0,83.0,624
986,101.4,,,Karton Kapak,Kitap Kağıdı,0.0,İç Diyaloglar,0.0,0.0,0.0,10.0,19.0,208
